Quarter,Country,Industry,Value,Variable
2020.25,Germany,Trade & Hospitality,91.567,Gross Value Added
2020.5,Germany,Trade & Hospitality,102.971,Gross Value Added
2020.75,Germany,Trade & Hospitality,101.527,Gross Value Added
2021.0,Germany,Trade & Hospitality,99.025,Gross Value Added
2021.25,Germany,Trade & Hospitality,102.625,Gross Value Added
2021.5,Germany,Trade & Hospitality,106.457,Gross Value Added
2021.75,Germany,Trade & Hospitality,107.861,Gross Value Added
2022.0,Germany,Trade & Hospitality,111.675,Gross Value Added
2022.25,Germany,Trade & Hospitality,111.133,Gross Value Added
2022.5,Germany,Trade & Hospitality,112.126,Gross Value Added
2022.75,Germany,Trade & Hospitality,111.093,Gross Value Added
2023.0,Germany,Trade & Hospitality,108.816,Gross Value Added
2023.25,Germany,Trade & Hospitality,107.884,Gross Value Added
2023.5,Germany,Trade & Hospitality,109.057,Gross Value Added
2023.75,Germany,Trade & Hospitality,110.15,Gross Value Added
2024.0,Germany,Trade & Hospitality,109.381,Gross Value Added
2024.25,Germany,Trade & Hospitality,108.949,Gross Value Added
2024.5,Germany,Trade & Hospitality,109.07,Gross Value Added
2024.75,Germany,Trade & Hospitality,109.421,Gross Value Added
2025.0,Germany,Trade & Hospitality,110.634,Gross Value Added
2025.25,Germany,Trade & Hospitality,110.263,Gross Value Added
2025.5,Germany,Trade & Hospitality,110.444,Gross Value Added
2025.75,Germany,Trade & Hospitality,110.394,Gross Value Added
2026.0,Germany,Trade & Hospitality,110.544,Gross Value Added
1997.0,Denmark,Trade & Hospitality,68.89,Gross Value Added
1997.25,Denmark,Trade & Hospitality,70.552,Gross Value Added
1997.5,Denmark,Trade & Hospitality,70.967,Gross Value Added
1997.75,Denmark,Trade & Hospitality,70.748,Gross Value Added
1998.0,Denmark,Trade & Hospitality,69.571,Gross Value Added
1998.25,Denmark,Trade & Hospitality,70.848,Gross Value Added
1998.5,Denmark,Trade & Hospitality,71.948,Gross Value Added
1998.75,Denmark,Trade & Hospitality,70.915,Gross Value Added
1999.0,Denmark,Trade & Hospitality,75.421,Gross Value Added
1999.25,Denmark,Trade & Hospitality,73.753,Gross Value Added
1999.5,Denmark,Trade & Hospitality,75.944,Gross Value Added
1999.75,Denmark,Trade & Hospitality,76.143,Gross Value Added
2000.0,Denmark,Trade & Hospitality,77.276,Gross Value Added
2000.25,Denmark,Trade & Hospitality,79.624,Gross Value Added
2000.5,Denmark,Trade & Hospitality,80.63,Gross Value Added
2000.75,Denmark,Trade & Hospitality,82.479,Gross Value Added
2001.0,Denmark,Trade & Hospitality,80.292,Gross Value Added
2001.25,Denmark,Trade & Hospitality,80.256,Gross Value Added
2001.5,Denmark,Trade & Hospitality,80.544,Gross Value Added
2001.75,Denmark,Trade & Hospitality,81.482,Gross Value Added
2002.0,Denmark,Trade & Hospitality,80.452,Gross Value Added
2002.25,Denmark,Trade & Hospitality,78.922,Gross Value Added
2002.5,Denmark,Trade & Hospitality,80.676,Gross Value Added
2002.75,Denmark,Trade & Hospitality,79.817,Gross Value Added
2003.0,Denmark,Trade & Hospitality,81.526,Gross Value Added
2003.25,Denmark,Trade & Hospitality,80.031,Gross Value Added
2003.5,Denmark,Trade & Hospitality,79.943,Gross Value Added
2003.75,Denmark,Trade & Hospitality,81.301,Gross Value Added
2004.0,Denmark,Trade & Hospitality,81.199,Gross Value Added
2004.25,Denmark,Trade & Hospitality,81.644,Gross Value Added
2004.5,Denmark,Trade & Hospitality,79.556,Gross Value Added
2004.75,Denmark,Trade & Hospitality,82.105,Gross Value Added
2005.0,Denmark,Trade & Hospitality,81.237,Gross Value Added
2005.25,Denmark,Trade & Hospitality,84.508,Gross Value Added
2005.5,Denmark,Trade & Hospitality,84.077,Gross Value Added
2005.75,Denmark,Trade & Hospitality,84.362,Gross Value Added
2006.0,Denmark,Trade & Hospitality,84.801,Gross Value Added
2006.25,Denmark,Trade & Hospitality,90.284,Gross Value Added
2006.5,Denmark,Trade & Hospitality,90.765,Gross Value Added
2006.75,Denmark,Trade & Hospitality,90.861,Gross Value Added
2007.0,Denmark,Trade & Hospitality,91.9,Gross Value Added
2007.25,Denmark,Trade & Hospitality,91.006,Gross Value Added
2007.5,Denmark,Trade & Hospitality,91.539,Gross Value Added
2007.75,Denmark,Trade & Hospitality,90.185,Gross Value Added
2008.0,Denmark,Trade & Hospitality,90.301,Gross Value Added
2008.25,Denmark,Trade & Hospitality,87.863,Gross Value Added
2008.5,Denmark,Trade & Hospitality,85.812,Gross Value Added
2008.75,Denmark,Trade & Hospitality,80.214,Gross Value Added
2009.0,Denmark,Trade & Hospitality,78.92,Gross Value Added
2009.25,Denmark,Trade & Hospitality,78.217,Gross Value Added
2009.5,Denmark,Trade & Hospitality,79.151,Gross Value Added
2009.75,Denmark,Trade & Hospitality,80.121,Gross Value Added
2010.0,Denmark,Trade & Hospitality,81.209,Gross Value Added
2010.25,Denmark,Trade & Hospitality,81.522,Gross Value Added
2010.5,Denmark,Trade & Hospitality,84.455,Gross Value Added
2010.75,Denmark,Trade & Hospitality,83.529,Gross Value Added
2011.0,Denmark,Trade & Hospitality,86.903,Gross Value Added
2011.25,Denmark,Trade & Hospitality,87.45,Gross Value Added
2011.5,Denmark,Trade & Hospitality,83.908,Gross Value Added
2011.75,Denmark,Trade & Hospitality,84.436,Gross Value Added
2012.0,Denmark,Trade & Hospitality,85.507,Gross Value Added
2012.25,Denmark,Trade & Hospitality,83.819,Gross Value Added
2012.5,Denmark,Trade & Hospitality,84.657,Gross Value Added
2012.75,Denmark,Trade & Hospitality,83.987,Gross Value Added
2013.0,Denmark,Trade & Hospitality,83.545,Gross Value Added
2013.25,Denmark,Trade & Hospitality,87.17,Gross Value Added
2013.5,Denmark,Trade & Hospitality,89.363,Gross Value Added
2013.75,Denmark,Trade & Hospitality,88.511,Gross Value Added
2014.0,Denmark,Trade & Hospitality,86.998,Gross Value Added
2014.25,Denmark,Trade & Hospitality,87.106,Gross Value Added
2014.5,Denmark,Trade & Hospitality,88.833,Gross Value Added
2014.75,Denmark,Trade & Hospitality,89.134,Gross Value Added
2015.0,Denmark,Trade & Hospitality,90.634,Gross Value Added
2015.25,Denmark,Trade & Hospitality,89.894,Gross Value Added
2015.5,Denmark,Trade & Hospitality,90.093,Gross Value Added
2015.75,Denmark,Trade & Hospitality,90.84,Gross Value Added
2016.0,Denmark,Trade & Hospitality,92.66,Gross Value Added
2016.25,Denmark,Trade & Hospitality,94.418,Gross Value Added
2016.5,Denmark,Trade & Hospitality,93.751,Gross Value Added
2016.75,Denmark,Trade & Hospitality,94.386,Gross Value Added
2017.0,Denmark,Trade & Hospitality,95.539,Gross Value Added
2017.25,Denmark,Trade & Hospitality,96.733,Gross Value Added
2017.5,Denmark,Trade & Hospitality,97.03,Gross Value Added
2017.75,Denmark,Trade & Hospitality,97.922,Gross Value Added
2018.0,Denmark,Trade & Hospitality,101.509,Gross Value Added
2018.25,Denmark,Trade & Hospitality,99.698,Gross Value Added
2018.5,Denmark,Trade & Hospitality,99.171,Gross Value Added
2018.75,Denmark,Trade & Hospitality,99.718,Gross Value Added
2019.0,Denmark,Trade & Hospitality,98.271,Gross Value Added
2019.25,Denmark,Trade & Hospitality,100.011,Gross Value Added
2019.5,Denmark,Trade & Hospitality,101.799,Gross Value Added
2019.75,Denmark,Trade & Hospitality,104.073,Gross Value Added
2020.0,Denmark,Trade & Hospitality,101.852,Gross Value Added
2020.25,Denmark,Trade & Hospitality,90.084,Gross Value Added
2020.5,Denmark,Trade & Hospitality,105.769,Gross Value Added
2020.75,Denmark,Trade & Hospitality,102.295,Gross Value Added
2021.0,Denmark,Trade & Hospitality,95.837,Gross Value Added
2021.25,Denmark,Trade & Hospitality,102.541,Gross Value Added
2021.5,Denmark,Trade & Hospitality,108.462,Gross Value Added
2021.75,Denmark,Trade & Hospitality,113.78,Gross Value Added
2022.0,Denmark,Trade & Hospitality,102.257,Gross Value Added
2022.25,Denmark,Trade & Hospitality,106.886,Gross Value Added
2022.5,Denmark,Trade & Hospitality,109.473,Gross Value Added
2022.75,Denmark,Trade & Hospitality,105.613,Gross Value Added
2023.0,Denmark,Trade & Hospitality,107.841,Gross Value Added
2023.25,Denmark,Trade & Hospitality,101.794,Gross Value Added
2023.5,Denmark,Trade & Hospitality,101.958,Gross Value Added
2023.75,Denmark,Trade & Hospitality,105.259,Gross Value Added
2024.0,Denmark,Trade & Hospitality,101.463,Gross Value Added
2024.25,Denmark,Trade & Hospitality,104.341,Gross Value Added
2024.5,Denmark,Trade & Hospitality,104.523,Gross Value Added
2024.75,Denmark,Trade & Hospitality,106.899,Gross Value Added
2025.0,Denmark,Trade & Hospitality,108.789,Gross Value Added
2025.25,Denmark,Trade & Hospitality,109.037,Gross Value Added
2025.5,Denmark,Trade & Hospitality,109.232,Gross Value Added
2025.75,Denmark,Trade & Hospitality,111.607,Gross Value Added
2026.0,Denmark,Trade & Hospitality,117.276,Gross Value Added
1997.0,Euro Area,Trade & Hospitality,76.843,Gross Value Added
1997.25,Euro Area,Trade & Hospitality,77.799,Gross Value Added
1997.5,Euro Area,Trade & Hospitality,78.53,Gross Value Added
1997.75,Euro Area,Trade & Hospitality,79.535,Gross Value Added
1998.0,Euro Area,Trade & Hospitality,80.865,Gross Value Added
1998.25,Euro Area,Trade & Hospitality,81.015,Gross Value Added
1998.5,Euro Area,Trade & Hospitality,81.546,Gross Value Added
1998.75,Euro Area,Trade & Hospitality,81.957,Gross Value Added
1999.0,Euro Area,Trade & Hospitality,82.543,Gross Value Added
1999.25,Euro Area,Trade & Hospitality,82.851,Gross Value Added
1999.5,Euro Area,Trade & Hospitality,84.23,Gross Value Added
1999.75,Euro Area,Trade & Hospitality,85.055,Gross Value Added
2000.0,Euro Area,Trade & Hospitality,86.304,Gross Value Added
2000.25,Euro Area,Trade & Hospitality,87.287,Gross Value Added
2000.5,Euro Area,Trade & Hospitality,87.941,Gross Value Added
2000.75,Euro Area,Trade & Hospitality,88.741,Gross Value Added
2001.0,Euro Area,Trade & Hospitality,90.829,Gross Value Added
2001.25,Euro Area,Trade & Hospitality,90.906,Gross Value Added
2001.5,Euro Area,Trade & Hospitality,90.89,Gross Value Added
2001.75,Euro Area,Trade & Hospitality,90.697,Gross Value Added
2002.0,Euro Area,Trade & Hospitality,90.907,Gross Value Added
2002.25,Euro Area,Trade & Hospitality,91.209,Gross Value Added
2002.5,Euro Area,Trade & Hospitality,91.675,Gross Value Added
2002.75,Euro Area,Trade & Hospitality,92.199,Gross Value Added
2003.0,Euro Area,Trade & Hospitality,92.265,Gross Value Added
2003.25,Euro Area,Trade & Hospitality,92.334,Gross Value Added
2003.5,Euro Area,Trade & Hospitality,93.201,Gross Value Added
2003.75,Euro Area,Trade & Hospitality,93.406,Gross Value Added
2004.0,Euro Area,Trade & Hospitality,94.235,Gross Value Added
2004.25,Euro Area,Trade & Hospitality,95.066,Gross Value Added
2004.5,Euro Area,Trade & Hospitality,95.105,Gross Value Added
2004.75,Euro Area,Trade & Hospitality,95.935,Gross Value Added
2005.0,Euro Area,Trade & Hospitality,96.245,Gross Value Added
2005.25,Euro Area,Trade & Hospitality,96.828,Gross Value Added
2005.5,Euro Area,Trade & Hospitality,97.487,Gross Value Added
2005.75,Euro Area,Trade & Hospitality,98.154,Gross Value Added
2006.0,Euro Area,Trade & Hospitality,99.502,Gross Value Added
2006.25,Euro Area,Trade & Hospitality,100.605,Gross Value Added
2006.5,Euro Area,Trade & Hospitality,101.025,Gross Value Added
2006.75,Euro Area,Trade & Hospitality,102.491,Gross Value Added
2007.0,Euro Area,Trade & Hospitality,102.952,Gross Value Added
2007.25,Euro Area,Trade & Hospitality,104.057,Gross Value Added
2007.5,Euro Area,Trade & Hospitality,104.461,Gross Value Added
2007.75,Euro Area,Trade & Hospitality,105.584,Gross Value Added
2008.0,Euro Area,Trade & Hospitality,106.123,Gross Value Added
2008.25,Euro Area,Trade & Hospitality,105.438,Gross Value Added
2008.5,Euro Area,Trade & Hospitality,104.902,Gross Value Added
2008.75,Euro Area,Trade & Hospitality,102.722,Gross Value Added
2009.0,Euro Area,Trade & Hospitality,98.585,Gross Value Added
2009.25,Euro Area,Trade & Hospitality,98.679,Gross Value Added
2009.5,Euro Area,Trade & Hospitality,99.271,Gross Value Added
2009.75,Euro Area,Trade & Hospitality,99.955,Gross Value Added
2010.0,Euro Area,Trade & Hospitality,99.115,Gross Value Added
2010.25,Euro Area,Trade & Hospitality,100.221,Gross Value Added
2010.5,Euro Area,Trade & Hospitality,100.849,Gross Value Added
2010.75,Euro Area,Trade & Hospitality,101.24,Gross Value Added
2011.0,Euro Area,Trade & Hospitality,102.695,Gross Value Added
2011.25,Euro Area,Trade & Hospitality,102.714,Gross Value Added
2011.5,Euro Area,Trade & Hospitality,102.827,Gross Value Added
2011.75,Euro Area,Trade & Hospitality,102.566,Gross Value Added
2012.0,Euro Area,Trade & Hospitality,102.962,Gross Value Added
2012.25,Euro Area,Trade & Hospitality,102.733,Gross Value Added
2012.5,Euro Area,Trade & Hospitality,102.353,Gross Value Added
2012.75,Euro Area,Trade & Hospitality,101.979,Gross Value Added
2013.0,Euro Area,Trade & Hospitality,101.25,Gross Value Added
2013.25,Euro Area,Trade & Hospitality,101.951,Gross Value Added
2013.5,Euro Area,Trade & Hospitality,102.409,Gross Value Added
2013.75,Euro Area,Trade & Hospitality,102.665,Gross Value Added
2014.0,Euro Area,Trade & Hospitality,103.087,Gross Value Added
2014.25,Euro Area,Trade & Hospitality,103.177,Gross Value Added
2014.5,Euro Area,Trade & Hospitality,104.173,Gross Value Added
2014.75,Euro Area,Trade & Hospitality,104.893,Gross Value Added
2015.0,Euro Area,Trade & Hospitality,105.199,Gross Value Added
2015.25,Euro Area,Trade & Hospitality,105.768,Gross Value Added
2015.5,Euro Area,Trade & Hospitality,106.573,Gross Value Added
2015.75,Euro Area,Trade & Hospitality,107.171,Gross Value Added
2016.0,Euro Area,Trade & Hospitality,107.67,Gross Value Added
2016.25,Euro Area,Trade & Hospitality,107.757,Gross Value Added
2016.5,Euro Area,Trade & Hospitality,108.443,Gross Value Added
2016.75,Euro Area,Trade & Hospitality,109.366,Gross Value Added
2017.0,Euro Area,Trade & Hospitality,110.861,Gross Value Added
2017.25,Euro Area,Trade & Hospitality,111.668,Gross Value Added
2017.5,Euro Area,Trade & Hospitality,112.28,Gross Value Added
2017.75,Euro Area,Trade & Hospitality,112.98,Gross Value Added
2018.0,Euro Area,Trade & Hospitality,113.27,Gross Value Added
2018.25,Euro Area,Trade & Hospitality,113.679,Gross Value Added
2018.5,Euro Area,Trade & Hospitality,113.799,Gross Value Added
2018.75,Euro Area,Trade & Hospitality,114.744,Gross Value Added
2019.0,Euro Area,Trade & Hospitality,116.727,Gross Value Added
2019.25,Euro Area,Trade & Hospitality,116.876,Gross Value Added
2019.5,Euro Area,Trade & Hospitality,116.969,Gross Value Added
2019.75,Euro Area,Trade & Hospitality,116.898,Gross Value Added
2020.0,Euro Area,Trade & Hospitality,108.447,Gross Value Added
2020.25,Euro Area,Trade & Hospitality,86.461,Gross Value Added
2020.5,Euro Area,Trade & Hospitality,103.609,Gross Value Added
2020.75,Euro Area,Trade & Hospitality,101.483,Gross Value Added
2021.0,Euro Area,Trade & Hospitality,101.841,Gross Value Added
2021.25,Euro Area,Trade & Hospitality,106.505,Gross Value Added
2021.5,Euro Area,Trade & Hospitality,112.721,Gross Value Added
2021.75,Euro Area,Trade & Hospitality,114.558,Gross Value Added
2022.0,Euro Area,Trade & Hospitality,116.473,Gross Value Added
2022.25,Euro Area,Trade & Hospitality,118.959,Gross Value Added
2022.5,Euro Area,Trade & Hospitality,119.632,Gross Value Added
2022.75,Euro Area,Trade & Hospitality,119.126,Gross Value Added
2023.0,Euro Area,Trade & Hospitality,118.479,Gross Value Added
2023.25,Euro Area,Trade & Hospitality,118.31,Gross Value Added
2023.5,Euro Area,Trade & Hospitality,118.649,Gross Value Added
2023.75,Euro Area,Trade & Hospitality,118.668,Gross Value Added
2024.0,Euro Area,Trade & Hospitality,119.219,Gross Value Added
2024.25,Euro Area,Trade & Hospitality,119.604,Gross Value Added
2024.5,Euro Area,Trade & Hospitality,119.887,Gross Value Added
2024.75,Euro Area,Trade & Hospitality,120.172,Gross Value Added
2025.0,Euro Area,Trade & Hospitality,120.968,Gross Value Added
2025.25,Euro Area,Trade & Hospitality,121.516,Gross Value Added
2025.5,Euro Area,Trade & Hospitality,121.848,Gross Value Added
2025.75,Euro Area,Trade & Hospitality,121.921,Gross Value Added
